,Unnamed: 0,user_id,about,num_revs
1304,2017,8050570,"
                                            France,                                                                                                                                ",1
1305,2018,8645026,"
                                            Argentina,                                                                                                                                ",1
1306,2020,6290133,"
                                            France,                                            Couple,                                            25-30                                        ",5
1307,2021,7192246,"
                                            England,                                                                                                                                ",1
1308,2023,9645825,"
                                            El Salvador,                                            Male,                                            25-30                                        ",2
1309,2024,6269049,"
                                            Australia,                                            Male,                                            25-30                                        ",1
1310,2026,5616605,"
                                            Spain,                                            Male,                                            25-30                                        ",1
1311,2027,9631429,"
                                            Argentina,                                            Female,                                            25-30                                        ",10
1312,2028,8181402,"
                                            Ireland,                                                                                                                                ",1
1313,2029,9231336,"
                                            Poland,                                                                                                                                ",1
1314,2030,5439962,"
                                            Lithuania,                                                                                                                                ",1
1315,2031,8136639,"
                                            Australia,                                                                                                                                ",3
1316,2032,9334182,"
                                            Brazil,                                            Female,                                            18-24                                        ",2
1317,2033,7342670,"
                                            USA,                                                                                                                                ",3
1318,2034,7503447,"
                                            USA,                                                                                                                                ",1
1319,2035,9129703,"
                                            Germany,                                            Female,                                            31-40                                        ",1
1320,2036,6578302,"
                                            Sweden,                                            Male,                                            31-40                                        ",1
1321,2037,9638093,"
                                            France,                                            Couple,                                            41+                                        ",1
1322,2038,9273129,"
                                            Switzerland,                                            Female,                                            25-30                                        ",3
1323,2039,9994175,"
                                            Canada,                                                                                                                                ",1
1324,2040,9795806,"
                                            USA,                                            Male,                                            18-24                                        ",1
1325,2041,8331742,"
                                            Germany,                                            Female,                                            18-24                                        ",6
1326,2042,7231754,"
                                            Spain,                                                                                                                                ",1
1327,2043,6964881,"
                                            Italy,                                            Male,                                            31-40                                        ",3
1328,2044,7786682,"
                                            England,                                                                                                                                ",1
1329,2046,6600963,"
                                            Canada,                                                                                                                                ",9
1330,2047,9223186,"
                                            Poland,                                                                                                                                ",1
1331,2048,9237473,"
                                            Singapore,                                                                                                                                ",1
1332,2049,6446718,"
                                            Spain,                                                                                                                                ",1
1333,2051,9088542,"
                                            Switzerland,                                            Male,                                            18-24                                        ",1
1334,2053,5878577,"
                                            Mexico,                                                                                                                                ",1
1335,2054,7308986,"
                                            Turkey,                                            Male,                                            31-40                                        ",11
1336,2055,8916744,"
                                            Australia,                                            Female,                                            18-24                                        ",1
1337,2056,6211789,"
                                            England,                                            Female,                                            18-24                                        ",3
1338,2057,8788954,"
                                            Hong Kong,                                                                                                                                ",1
1339,2058,8209218,"
                                            USA,                                                                                                                                ",2
1340,2059,5777494,"
                                            India,                                                                                                                                ",1
1341,2060,8519339,"
                                            France,                                                                                                                                ",1
1342,2061,6028462,"
                                            Denmark,                                                                                                                                ",1
1343,2062,8514906,"
                                            Germany,                                                                                                                                ",1
1344,2063,8226166,"
                                            Germany,                                            Female,                                            18-24                                        ",1
1345,2064,9771373,"
                                            USA,                                            Male,                                            25-30                                        ",1
1346,2065,6839266,"
                                            Germany,                                                                                                                                ",2
1347,2066,5293825,"
                                            Canada,                                                                                                                                ",1
1348,2067,5367119,"
                                            USA,                                            Male,                                            18-24                                        ",2
1349,2068,6481724,"
                                            USA,                                                                                                                                ",12
1350,2069,7353710,"
                                            Germany,                                            Male,                                            25-30                                        ",2
1351,2070,9437168,"
                                            Canada,                                                                                                                                ",1
1352,2071,6496195,"
                                            England,                                                                                                                                ",1
1353,2074,6081415,"
                                            Sweden,                                                                                                                                ",1
1354,2075,6942661,"
                                            Canada,                                                                                                                                ",3
1355,2076,8231821,"
                                            Finland,                                                                                                                                ",2
1356,2077,5879114,"
                                            Ireland,                                                                                                                                ",1
1357,2078,9939124,"
                                            Greece,                                                                                                                                ",1
1358,2079,7987107,"
                                            England,                                                                                                                                ",1
1359,2080,7823230,"
                                            Italy,                                                                                                                                ",1
1360,2084,8284459,"
                                            Ireland,                                                                                                                                ",1
1361,2085,7182166,"
                                            USA,                                                                                                                                ",1
1362,2086,6699191,"
                                            Canada,                                            Male,                                            25-30                                        ",7
1363,2087,6684158,"
                                            Japan,                                                                                                                                ",1
1364,2089,8126859,"
                                            Greece,                                                                                                                                ",1
1365,2090,7304646,"
                                            France,                                            Couple,                                            25-30                                        ",1
1366,2092,6401556,"
                                            Ireland,                                                                                                                                ",1
1367,2093,5784512,"
                                            England,                                                                                                                                ",1
1368,2095,6327881,"
                                            Australia,                                            Female,                                            18-24                                        ",2
1369,2097,6514059,"
                                            Netherlands,                                                                                                                                ",2
1370,2098,9496755,"
                                            Ireland,                                            All Female Group,                                            25-30                                        ",3
1371,2099,6941378,"
                                            Holy See (vatican City State),                                                                                                                                ",2
1372,2101,9252428,"
                                            Norway,                                                                                                                                ",1
1373,2103,7349314,"
                                            England,                                                                                                                                ",1
1374,2104,5022526,"
                                            USA,                                                                                                                                ",6
1375,2105,8788016,"
                                            Spain,                                                                                                                                ",1
1376,2107,8602887,"
                                            New Zealand,                                                                                                                                ",1
1377,2108,7380126,"
                                            France,                                                                                                                                ",1
1378,2109,7499643,"
                                            England,                                                                                                                                ",1
1379,2112,6728935,"
                                            France,                                                                                                                                ",4
1380,2113,7239563,"
                                            Sweden,                                                                                                                                ",1
1381,2114,9903912,"
                                            Australia,                                            Female,                                            25-30                                        ",1
1382,2115,6597491,"
                                            Malaysia,                                            Male,                                            31-40                                        ",2
1383,2116,8008679,"
                                            Australia,                                                                                                                                ",1
1384,2117,8404747,"
                                            Cayman Islands,                                                                                                                                ",1
1385,2119,9737118,"
                                            France,                                            Male,                                            18-24                                        ",1
1386,2120,7560132,"
                                            USA,                                                                                                                                ",1
1387,2121,6777864,"
                                            England,                                                                                                                                ",1
1388,2123,7339267,"
                                            Ukraine,                                                                                                                                ",1
1389,2126,6965792,"
                                            Germany,                                                                                                                                ",1
1390,2128,7214518,"
                                            Chile,                                            All Female Group,                                            25-30                                        ",3
1391,2130,8663248,"
                                            Netherlands,                                                                                                                                ",6
1392,2132,8716483,"
                                            England,                                            Mixed Group,                                            25-30                                        ",1
1393,2134,9872214,"
                                            England,                                            Couple,                                            31-40                                        ",1
1394,2135,6301784,"
                                            Switzerland,                                            Female,                                            25-30                                        ",1
1395,2137,8085179,"
                                            Canada,                                                                                                                                ",1
1396,2138,5196855,"
                                            Australia,                                                                                                                                ",2
1397,2139,9394329,"
                                            Chile,                                                                                                                                ",1
1398,2142,5471947,"
                                            Portugal,                                                                                                                                ",5
1399,2143,8850491,"
                                            Sweden,                                            Couple,                                            18-24                                        ",1
1400,2144,8826880,"
                                            USA,                                                                                                                                ",1
1401,2145,6725485,"
                                            India,                                            Male,                                            25-30                                        ",8
1402,2148,5615169,"
                                            Australia,                                                                                                                                ",1
1403,2150,6375546,"
                                            France,                                                                                                                                ",1
1404,2152,9844357,"
                                            Bulgaria,                                            Couple,                                            31-40                                        ",2
1405,2153,9998151,"
                                            Belgium,                                            Female,                                            18-24                                        ",1
1406,2154,7750545,"
                                            Brazil,                                                                                                                                ",2
1407,2155,5950297,"
                                            Malaysia,                                                                                                                                ",1
1408,2156,9200016,"
                                            England,                                            Male,                                            18-24                                        ",5
1409,2157,7692481,"
                                            France,                                            Female,                                            25-30                                        ",6
1410,2159,8284592,"
                                            England,                                                                                                                                ",1
1411,2160,9615232,"
                                            England,                                            Male,                                            18-24                                        ",2
1412,2161,7441164,"
                                            Poland,                                                                                                                                ",2
1413,2162,9826828,"
                                            India,                                                                                                                                ",1
1414,2165,9369766,"
                                            Austria,                                                                                                                                ",1
1415,2166,9323682,"
                                            France,                                            Male,                                            25-30                                        ",1
1416,2167,8974040,"
                                            Spain,                                                                                                                                ",1
1417,2168,8096119,"
                                            Spain,                                                                                                                                ",1
1418,2169,8013655,"
                                            USA,                                                                                                                                ",1
1419,2170,5067289,"
                                            Portugal,                                                                                                                                ",1
1420,2171,8987641,"
                                            England,                                            All Female Group,                                            18-24                                        ",4
1421,2172,9242444,"
                                            Turkey,                                                                                                                                ",1
1422,2174,7941993,"
                                            England,                                                                                                                                ",1
1423,2178,9314870,"
                                            Czech Republic,                                            All Female Group,                                            25-30                                        ",6
1424,2179,7334142,"
                                            Italy,                                            Male,                                            31-40                                        ",3
1425,2180,8965123,"
                                            Belgium,                                            Male,                                            18-24                                        ",2
1426,2183,5285024,"
                                            Canada,                                                                                                                                ",1
1427,2184,6400294,"
                                            Canada,                                                                                                                                ",7
1428,2186,7680187,"
                                            Netherlands,                                                                                                                                ",1
1429,2187,6519311,"
                                            England,                                                                                                                                ",1
1430,2188,8375242,"
                                            Taiwan,                                            Female,                                            25-30                                        ",2
1431,2189,6385888,"
                                            Germany,                                                                                                                                ",1
1432,2192,7895201,"
                                            Ireland,                                            Male,                                            31-40                                        ",3
1433,2194,5180312,"
                                            Israel,                                                                                                                                ",1
1434,2195,6415629,"
                                            Argentina,                                            Male,                                            25-30                                        ",5
1435,2196,5056743,"
                                            USA,                                                                                                                                ",5
1436,2198,5106649,"
                                            Australia,                                                                                                                                ",2
1437,2199,5140833,"
                                            Italy,                                            Male,                                            41+                                        ",1
1438,2200,6668652,"
                                            Costa Rica,                                                                                                                                ",1
1439,2201,7626724,"
                                            Australia,                                            Female,                                            18-24                                        ",1
1440,2202,8189387,"
                                            USA,                                                                                                                                ",1
1441,2203,8097087,"
                                            Spain,                                            Mixed Group,                                            31-40                                        ",4
1442,2205,7639392,"
                                            USA,                                            Male,                                            31-40                                        ",4
1443,2206,8503386,"
                                            Australia,                                                                                                                                ",2
1444,2207,7691688,"
                                            England,                                                                                                                                ",1
1445,2208,7015304,"
                                            Brazil,                                                                                                                                ",5
1446,2209,9142192,"
                                            Germany,                                            Male,                                            25-30                                        ",3
1447,2210,9554879,"
                                            Ireland,                                                                                                                                ",1
1448,2211,5722557,"
                                            Finland,                                                                                                                                ",1
1449,2212,9611336,"
                                            USA,                                                                                                                                ",2
1450,2214,8846485,"
                                            Germany,                                            Female,                                            25-30                                        ",1
1451,2215,6613610,"
                                            Italy,                                                                                                                                ",1
1452,2217,7340905,"
                                            USA,                                            Female,                                            41+                                        ",3
1453,2218,5495956,"
                                            USA,                                                                                                                                ",1
1454,2219,9667767,"
                                            Germany,                                            Male,                                            25-30                                        ",2
1455,2220,8989024,"
                                            France,                                            Male,                                            31-40                                        ",1
1456,2221,5439112,"
                                            South Africa,                                                                                                                                ",2
1457,2223,9238692,"
                                            Germany,                                            Couple,                                            25-30                                        ",2
1458,2225,8772307,"
                                            Italy,                                            Couple,                                            25-30                                        ",1
1459,2226,6440274,"
                                            Italy,                                            Male,                                            25-30                                        ",2
1460,2227,8309799,"
                                            China,                                                                                                                                ",1
1461,2228,5877753,"
                                            New Zealand,                                                                                                                                ",5
1462,2229,9510031,"
                                            England,                                            Female,                                                                                    ",4
1463,2230,6844779,"
                                            Canada,                                                                                                                                ",5
1464,2231,6595787,"
                                            England,                                                                                                                                ",2
1465,2234,9530767,"
                                            Argentina,                                            Male,                                            25-30                                        ",3
1466,2235,5636189,"
                                            USA,                                                                                                                                ",1
1467,2236,7945198,"
                                            Germany,                                                                                                                                ",1
1468,2237,8612728,"
                                            Italy,                                            Female,                                            18-24                                        ",1
1469,2240,5899348,"
                                            England,                                                                                                                                ",1
1470,2242,8712131,"
                                            Slovenia,                                                                                                                                ",1
1471,2243,9681287,"
                                            USA,                                                                                                                                ",2
1472,2246,6800744,"
                                            Australia,                                                                                        25-30                                        ",1
1473,2247,7140515,"
                                            Australia,                                                                                                                                ",1
1474,2250,7431835,"
                                            Czech Republic,                                                                                                                                ",1
1475,2251,5748400,"
                                            Indonesia,                                            INALLFEMALEGROUP,                                            THIRTYONETOFOURTY                                        ",1
1476,2252,6929967,"
                                            Germany,                                            Female,                                            18-24                                        ",1
1477,2253,7595801,"
                                            USA,                                                                                                                                ",1
1478,2254,7547194,"
                                            Denmark,                                            Male,                                            25-30                                        ",1
1479,2255,9927676,"
                                            USA,                                                                                                                                ",1
1480,2256,9467795,"
                                            South Africa,                                                                                                                                ",1
1481,2258,7582137,"
                                            Spain,                                                                                                                                ",1
1482,2259,7265004,"
                                            France,                                            Couple,                                            25-30                                        ",2
1483,2260,7086139,"
                                            Australia,                                                                                                                                ",1
1484,2261,7980969,"
                                            Brazil,                                            Male,                                            25-30                                        ",5
1485,2262,7483699,"
                                            Ireland,                                                                                                                                ",1
1486,2263,9536742,"
                                            Argentina,                                                                                                                                ",1
1487,2264,7895880,"
                                            Germany,                                            Female,                                            25-30                                        ",3
1488,2265,5334511,"
                                            Australia,                                                                                                                                ",1
1489,2266,5853030,"
                                            Germany,                                                                                                                                ",1
1490,2267,8819242,"
                                            Brazil,                                            Male,                                            25-30                                        ",5
1491,2269,9129324,"
                                            Canada,                                                                                                                                ",1
1492,2270,8046783,"
                                            Portugal,                                                                                                                                ",1
1493,2272,6975947,"
                                            USA,                                                                                                                                ",1
1494,2274,9109513,"
                                            Germany,                                            Couple,                                            25-30                                        ",2
1495,2275,8893333,"
                                            Germany,                                            Mixed Group,                                            31-40                                        ",2
1496,2276,9764122,"
                                            China,                                            Female,                                            25-30                                        ",11
1497,2277,8603111,"
                                            Brazil,                                            Male,                                            31-40                                        ",1
1498,2278,8957623,"
                                            Australia,                                                                                                                                ",1
1499,2279,6839751,"
                                            Finland,                                                                                                                                ",1
1500,2280,8490250,"
                                            Norway,                                                                                                                                ",1
1501,2281,7374509,"
                                            Australia,                                            Female,                                            18-24                                        ",9
1502,2282,8877027,"
                                            Australia,                                                                                                                                ",1
1503,2283,6163995,"
                                            Japan,                                                                                                                                ",1
1504,2284,9250356,"
                                            Germany,                                            Mixed Group,                                            25-30                                        ",1
1505,2285,8795113,"
                                            USA,                                                                                                                                ",1
1506,2286,8854937,"
                                            Australia,                                            Female,                                            18-24                                        ",7
1507,2287,8100268,"
                                            Brazil,                                                                                                                                ",1
1508,2288,6808356,"
                                            South Korea,                                                                                                                                ",1
1509,2290,7733489,"
                                            Mexico,                                                                                                                                ",1
1510,2291,8571564,"
                                            Brazil,                                                                                                                                ",1
1511,2292,6081797,"
                                            India,                                                                                                                                ",2
1512,2293,9391568,"
                                            Spain,                                                                                                                                ",3
1513,2294,9283966,"
                                            Spain,                                            Mixed Group,                                            25-30                                        ",3
1514,2295,9107335,"
                                            USA,                                            Mixed Group,                                            25-30                                        ",2
1515,2297,9853812,"
                                            Australia,                                                                                                                                ",1
1516,2298,5032888,"
                                            Australia,                                                                                                                                ",2
1517,2299,5549827,"
                                            Australia,                                                                                                                                ",1
1518,2300,6144645,"
                                            Spain,                                            Male,                                            31-40                                        ",4
1519,2301,5796662,"
                                            Italy,                                                                                                                                ",1
1520,2302,7424272,"
                                            New Zealand,                                                                                                                                ",6
